DATE,age,bmr,body_fat,e_caffeine,e_calcium,e_calories,e_carbs,e_cholesterol,e_count,e_fat,e_fiber,e_iron,e_monounsaturated_fat,e_num_drinks,e_num_foods,e_num_mealitems_green,e_num_mealitems_red,e_num_mealitems_with_score,e_num_mealitems_yellow,e_num_water,e_polyunsaturated_fat,e_potassium,e_protein,e_sat_fat,e_sodium,e_sugar,e_trans_fat,e_unsat_fat,e_vitamin_a,e_vitamin_c,gender,goal_body_weight,goal_body_weight_intent,height,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_total_calories,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_clinical_deep,n_count,n_deep,n_duration,n_light,n_quality,n_rem,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_clinical_deep,s_count,s_deep,s_duration,s_light,s_quality,s_rem,weight
20150302,23.18904109589041,1972.96828630137,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,6386.0,639.9786585940975,10426.0,24960.0,1181.0,3660.0,12174.0,2612.9469448954674,0.0,0.0,72300.0,680.0,75300.0,1.0,72025.0,0.0,1.0,138.0,2876.0,2738.0,4.0,0.0,1858.0,1700.0,22800.0,2.0,1137.0,0.0,1.0,10663.0,20234.0,9571.0,56.0,0.0,82.0
20150303,23.19178082191781,1972.9497794520548,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4611.0,457.5108698161583,7517.0,27960.0,1719.0,8280.0,8827.0,2430.4606492682133,0.0,0.0,,,,,,,,,,,,,5999.0,1496.0,36900.0,1.0,5217.0,0.0,1.0,12302.0,30283.0,17981.0,83.0,0.0,82.0
20150304,23.194520547945206,1972.93127260274,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3105.0,299.22559716532703,5087.0,26820.0,346.0,7440.0,5930.0,2272.156869768067,0.0,0.0,,,,,,,,,,,,,6180.0,2633.0,35700.0,1.0,4036.0,0.0,1.0,17459.0,29257.0,11798.0,91.0,0.0,82.0
20150305,23.197260273972603,1972.9127657534248,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,5181.0,505.1511700230972,8368.0,27360.0,748.0,6420.0,9822.0,2478.063935776522,0.0,0.0,,,,,,,,,,,,,9060.0,1284.0,29700.0,1.0,8079.0,0.0,1.0,7084.0,20577.0,13493.0,53.0,0.0,82.0
20150306,23.2,1972.8942589041098,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,8987.0,946.7509475985214,15147.0,25560.0,2786.0,9240.0,17465.0,2919.6452065026315,0.0,0.0,57717.0,1645.0,59100.0,0.0,57004.0,0.0,1.0,1353.0,1353.0,0.0,4.0,0.0,3118.0,2728.0,29100.0,6.0,2403.0,0.0,1.0,8400.0,24070.0,15670.0,58.0,0.0,82.0
20150307,23.202739726027396,1972.8757520547947,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4879.0,456.8687509650388,7793.0,26760.0,1414.0,6840.0,9212.0,2429.7445030198337,0.0,0.0,62819.0,463.0,65400.0,0.0,62358.0,0.0,1.0,1980.0,2716.0,736.0,8.0,0.0,9718.0,1525.0,26100.0,3.0,9229.0,0.0,1.0,10097.0,15623.0,5526.0,47.0,0.0,82.0
20150308,23.205479452054796,1972.8572452054796,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,2549.0,240.48168831867017,4058.0,29940.0,567.0,20100.0,4812.0,2213.3389335241495,0.0,0.0,38999.0,984.0,39900.0,0.0,38316.0,0.0,1.0,780.0,840.0,60.0,3.0,0.0,9778.0,1396.0,34200.0,2.0,9361.0,0.0,1.0,9062.0,23471.0,14409.0,62.0,0.0,82.0
20150309,23.208219178082192,1972.8387383561646,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4190.0,395.12815445649073,6700.0,26280.0,613.0,4920.0,7907.0,2367.9668928126553,0.0,0.0,,,,,,,,,,,,,2339.0,1092.0,29400.0,1.0,1953.0,0.0,1.0,13679.0,26558.0,12879.0,77.0,0.0,82.0
20150310,23.21095890410959,1972.8202315068495,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4545.0,439.36845968662067,7357.0,28320.0,719.0,12480.0,8652.0,2412.1886911934703,0.0,0.0,,,,,,,,,,,,,9359.0,721.0,25800.0,0.0,8640.0,0.0,1.0,6778.0,16705.0,9927.0,45.0,0.0,82.0
20150311,23.213698630136985,1972.8017246575344,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3839.0,361.3275244842962,6120.0,24120.0,1045.0,3780.0,7231.0,2334.1292491418308,0.0,0.0,62879.0,716.0,64200.0,0.0,62163.0,0.0,1.0,1338.0,1398.0,60.0,4.0,0.0,899.0,1782.0,29100.0,2.0,104.0,0.0,1.0,11600.0,27507.0,15907.0,74.0,0.0,82.0
20150312,23.216438356164385,1972.7832178082194,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,5157.0,487.6311712542281,8157.0,27480.0,881.0,8220.0,9662.0,2460.4143890624473,0.0,0.0,,,,,,,,,,,,,5700.0,1338.0,36000.0,0.0,4364.0,0.0,1.0,10131.0,30532.0,20401.0,79.0,0.0,82.0
20150313,23.21917808219178,1972.7647109589043,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,7394.0,766.1710802264046,12158.0,20160.0,2661.0,4140.0,14112.0,2738.935791185309,0.0,0.0,,,,,,,,,,,,,7078.0,2128.0,29400.0,2.0,6237.0,0.0,1.0,8531.0,21070.0,12539.0,57.0,0.0,82.0
20150314,23.221917808219178,1972.7462041095891,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,8413.0,984.8871853986847,14978.0,19680.0,3787.0,7320.0,16778.0,2957.633389508274,0.0,0.0,,,,,,,,,,,,,11039.0,680.0,32100.0,0.0,10363.0,0.0,1.0,7571.0,21074.0,13503.0,55.0,0.0,82.0
20150315,23.224657534246575,1972.727697260274,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3229.0,330.0224910376032,5441.0,28380.0,1209.0,5280.0,6298.0,2302.7501882978772,0.0,0.0,,,,,,,,,,,,,5278.0,1203.0,33900.0,3.0,4854.0,0.0,1.0,9959.0,28083.0,18124.0,72.0,0.0,82.0
20150316,23.22739726027397,1972.709190410959,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4117.0,366.6758987115853,6283.0,26280.0,1033.0,5700.0,7583.0,2339.3850891225443,0.0,0.0,,,,,,,,,,,,,1199.0,1182.0,25800.0,1.0,304.0,0.0,1.0,7576.0,24419.0,16843.0,62.0,0.0,82.0
20150317,23.23013698630137,1972.690683561644,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,2955.0,276.9890545461754,4673.0,27000.0,456.0,9060.0,5550.0,2249.6797381078195,0.0,0.0,63240.0,418.0,64500.0,0.0,62826.0,0.0,1.0,1333.0,1333.0,0.0,4.0,0.0,6058.0,612.0,37200.0,0.0,5448.0,0.0,1.0,11579.0,31263.0,19684.0,84.0,0.0,82.0
20150318,23.232876712328768,1972.672176712329,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,6606.0,565.5492004372865,9755.0,22440.0,713.0,6420.0,11916.0,2538.2213771496154,0.0,0.0,,,,,,,,,,,,,57.0,2557.0,27000.0,2.0,-775.0,0.0,1.0,8176.0,25787.0,17611.0,64.0,0.0,82.0
20150319,23.235616438356164,1972.6536698630139,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,5145.0,527.5266941509918,8560.0,28320.0,1056.0,10680.0,9934.0,2500.1803640140056,0.0,0.0,,,,,,,,,,,,,3598.0,763.0,35400.0,0.0,2837.0,0.0,1.0,13080.0,31896.0,18816.0,89.0,0.0,82.0
20150320,23.23835616438356,1972.6351630136987,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4388.0,431.72342822727427,7115.0,26100.0,2400.0,8520.0,8351.0,2404.358591240973,0.0,0.0,,,,,,,,,,,,,8220.0,2272.0,37800.0,1.0,7526.0,0.0,1.0,14701.0,28920.0,14219.0,83.0,0.0,82.0
20150321,23.24109589041096,1972.6166561643838,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,5240.0,568.8032532396458,8886.0,28860.0,1238.0,4620.0,10198.0,2541.4199094040296,0.0,0.0,,,,,,,,,,,,,8580.0,991.0,29400.0,0.0,8004.0,0.0,1.0,6178.0,20904.0,14726.0,51.0,0.0,82.0
20150322,23.243835616438357,1972.5981493150687,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3851.0,444.28571727892097,6781.0,31620.0,2914.0,11400.0,7629.0,2416.8838665939898,0.0,0.0,,,,,,,,,,,,,5880.0,720.0,39300.0,0.0,5162.0,0.0,1.0,16137.0,33712.0,17575.0,98.0,0.0,82.0
20150323,23.246575342465754,1972.5796424657535,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4966.0,468.1617637735371,7889.0,25500.0,1050.0,4740.0,9363.0,2440.7414062392904,0.0,0.0,,,,,,,,,,,,,6720.0,1405.0,27600.0,1.0,6009.0,0.0,1.0,8700.0,20318.0,11618.0,55.0,0.0,82.0
20150324,23.24931506849315,1972.5611356164386,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,6970.0,734.394977166273,11805.0,27180.0,2143.0,4680.0,13548.0,2706.9561127827114,0.0,0.0,,,,,,,,,,,,,4199.0,1932.0,37800.0,2.0,3339.0,0.0,1.0,10103.0,32824.0,22721.0,84.0,0.0,82.0
20150325,23.252054794520546,1972.5426287671235,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,6347.0,774.8325565024047,6793.0,25680.0,1627.0,12420.0,8127.0,2747.375185269528,1.0,3600.0,,,,,,,,,,,,,12480.0,712.0,39600.0,0.0,12181.0,0.0,1.0,10918.0,26714.0,15796.0,73.0,0.0,82.0
20150326,23.254794520547946,1972.5241219178083,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,8144.0,922.4182411885495,14208.0,21300.0,3262.0,14100.0,16052.0,2894.942363106358,0.0,0.0,,,,,,,,,,,,,11280.0,783.0,41400.0,1.0,10914.0,0.0,1.0,12358.0,29787.0,17429.0,80.0,0.0,82.0
20150327,23.257534246575343,1972.5056150684934,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,6615.0,591.769151421694,10267.0,21780.0,673.0,2940.0,12294.0,2564.274766490187,0.0,0.0,,,,,,,,,,,,,3299.0,2036.0,25200.0,1.0,2286.0,0.0,1.0,6856.0,21720.0,14864.0,55.0,0.0,82.0
20150328,23.26027397260274,1972.4871082191783,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4535.0,396.65535677168003,6916.0,27060.0,953.0,6780.0,8352.0,2369.142464990858,0.0,0.0,,,,,,,,,,,,,6600.0,1079.0,35100.0,0.0,5523.0,0.0,1.0,13679.0,28756.0,15077.0,82.0,0.0,82.0
20150329,23.263013698630136,1972.468601369863,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,10716.0,1382.5494042021683,5778.0,27720.0,642.0,16200.0,6745.0,3355.018005572031,1.0,7200.0,77698.0,1240.0,96300.0,0.0,76570.0,0.0,2.0,8925.0,18706.0,9781.0,52.0,0.0,2340.0,903.0,7200.0,0.0,1676.0,0.0,1.0,2450.0,4851.0,2401.0,13.0,0.0,82.0
20150330,23.265753424657536,1972.4500945205482,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,6822.0,666.801708883085,11056.0,26580.0,892.0,5640.0,12944.0,2639.251803403633,0.0,0.0,,,,,,,,,,,,,9179.0,1657.0,28800.0,1.0,8166.0,0.0,1.0,7870.0,19543.0,11673.0,52.0,0.0,82.0
20150331,23.268493150684932,1972.431587671233,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4979.0,451.04969695227004,7675.0,27360.0,867.0,6840.0,9219.0,2423.481284623503,0.0,0.0,,,,,,,,,,,,,6240.0,1397.0,27000.0,0.0,5473.0,0.0,1.0,8293.0,20772.0,12479.0,55.0,0.0,82.0
20150401,23.27123287671233,1972.413080821918,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,7702.0,810.5489123759339,9318.0,29220.0,1626.0,8040.0,10961.0,2782.961993197852,1.0,2700.0,5578.0,2742.0,33300.0,0.0,4150.0,0.0,2.0,9945.0,28100.0,18155.0,71.0,0.0,,,,,,,,,,,,,82.0
20150402,23.273972602739725,1972.394573972603,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,7338.0,695.9098101493802,11519.0,22920.0,1215.0,3480.0,13702.0,2668.3043841219833,0.0,0.0,53100.0,1014.0,54900.0,0.0,52382.0,0.0,1.0,604.0,1744.0,1140.0,4.0,0.0,7019.0,1860.0,28800.0,0.0,5447.0,0.0,1.0,8280.0,21790.0,13510.0,57.0,0.0,82.0
20150403,23.276712328767122,1972.3760671232878,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3730.0,367.04841597438997,6051.0,31560.0,905.0,19920.0,7113.0,2339.4244830976777,0.0,0.0,57899.0,303.0,59100.0,0.0,57635.0,0.0,1.0,134.0,1335.0,1201.0,2.0,0.0,16020.0,1350.0,48600.0,1.0,15081.0,0.0,1.0,17317.0,32207.0,14890.0,97.0,0.0,82.0
20150404,23.279452054794522,1972.3575602739727,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3887.0,387.5430439046447,6323.0,26340.0,671.0,11700.0,7421.0,2359.9006041786174,0.0,0.0,,,,,,,,,,,,,9959.0,686.0,40200.0,1.0,9576.0,0.0,1.0,14854.0,30214.0,15360.0,86.0,0.0,82.0
20150405,23.28219178082192,1972.3390534246578,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,1013.0,110.06347274104796,1722.0,30900.0,193.0,7440.0,1986.0,2082.4025261657057,0.0,0.0,62220.0,417.0,61860.0,0.0,61832.0,0.0,1.0,151.0,151.0,0.0,0.0,0.0,8637.0,912.0,34200.0,0.0,8386.0,0.0,1.0,10496.0,25682.0,15186.0,69.0,0.0,82.0
20150406,23.284931506849315,1972.3205465753426,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,1751.0,174.89736796870898,2877.0,29640.0,359.0,7620.0,3362.0,2147.2179145440514,0.0,0.0,,,,,,,,,,,,,4620.0,721.0,36300.0,0.0,3901.0,0.0,1.0,17883.0,31812.0,13929.0,97.0,0.0,82.0
20150407,23.28767123287671,1972.3020397260275,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4906.0,432.27401140544407,7413.0,27720.0,801.0,9600.0,8984.0,2404.5760511314716,0.0,0.0,,,,,,,,,,,,,5460.0,3453.0,29100.0,2.0,2971.0,0.0,1.0,12225.0,22956.0,10731.0,65.0,0.0,82.0
20150408,23.29041095890411,1972.2835328767126,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3616.0,355.482875570062,5766.0,28200.0,496.0,7320.0,6846.0,2327.7664084467747,0.0,0.0,,,,,,,,,,,,,838.0,971.0,35700.0,1.0,160.0,0.0,1.0,15729.0,34848.0,19119.0,100.0,0.0,82.0
20150409,23.293150684931508,1972.2650260273974,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,6962.0,931.6309963177009,5297.0,28620.0,427.0,7200.0,6326.0,2903.8960223450986,1.0,3600.0,,,,,,,,,,,,,4140.0,4507.0,29100.0,3.0,1179.0,0.0,1.0,8885.0,23704.0,14819.0,60.0,0.0,82.0
20150410,23.295890410958904,1972.2465191780823,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,8387.0,822.4904992872952,13522.0,22500.0,3276.0,3720.0,15900.0,2794.7370184653773,0.0,0.0,,,,,,,,,,,,,8699.0,2043.0,29700.0,2.0,7664.0,0.0,1.0,9497.0,20103.0,10606.0,56.0,0.0,82.0
20150411,23.2986301369863,1972.2280123287674,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,10750.0,1280.038466629749,19448.0,23400.0,3504.0,4740.0,21664.0,3252.2664789585165,0.0,0.0,,,,,,,,,,,,,2040.0,1762.0,31500.0,2.0,1328.0,0.0,1.0,14109.0,28546.0,14437.0,82.0,0.0,82.0
20150412,23.301369863013697,1972.2095054794522,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,5717.0,580.6692353107761,9470.0,25680.0,589.0,3900.0,10980.0,2552.878740790228,0.0,0.0,98817.0,798.0,99660.0,0.0,98055.0,0.0,2.0,1352.0,1587.0,235.0,4.0,0.0,7557.0,1145.0,27000.0,1.0,6763.0,0.0,1.0,6195.0,19351.0,13156.0,49.0,0.0,82.0
20150413,23.304109589041097,1972.190998630137,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4451.0,412.8832825566676,7015.0,27480.0,830.0,7980.0,8333.0,2385.074281186805,0.0,0.0,,,,,,,,,,,,,4019.0,2251.0,25200.0,2.0,3346.0,0.0,1.0,6604.0,20285.0,13681.0,49.0,0.0,82.0
20150414,23.306849315068494,1972.1724917808222,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,6334.0,515.2383605760529,8865.0,24120.0,1112.0,4980.0,11094.0,2487.410852356875,0.0,0.0,,,,,,,,,,,,,4018.0,1132.0,26100.0,0.0,3585.0,0.0,1.0,11781.0,22103.0,10322.0,64.0,0.0,82.0
20150415,23.30958904109589,1972.153984931507,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3269.0,272.1150527447273,4707.0,27780.0,576.0,5580.0,5837.0,2244.2690376762343,0.0,0.0,142679.0,958.0,145200.0,1.0,142020.0,0.0,2.0,1325.0,2592.0,1267.0,6.0,0.0,4199.0,991.0,29700.0,0.0,3919.0,0.0,1.0,10638.0,25639.0,15001.0,69.0,0.0,82.0
20150416,23.312328767123287,1972.1354780821919,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3211.0,304.5220375547382,5010.0,29400.0,520.0,8160.0,5957.0,2276.65751563693,0.0,0.0,,,,,,,,,,,,,959.0,1222.0,28800.0,0.0,234.0,0.0,1.0,14477.0,27857.0,13380.0,81.0,0.0,82.0
20150417,23.315068493150687,1972.116971232877,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,5756.0,524.0882199932462,8891.0,24900.0,1673.0,8460.0,10681.0,2496.205191226123,0.0,0.0,125279.0,1011.0,126300.0,0.0,124274.0,0.0,2.0,421.0,1094.0,673.0,2.0,0.0,4918.0,2794.0,28200.0,2.0,4243.0,0.0,1.0,11341.0,22021.0,10680.0,64.0,0.0,82.0
20150418,23.317808219178083,1972.0984643835618,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4112.0,422.39958643268415,6750.0,25620.0,609.0,4140.0,7856.0,2394.498050816246,0.0,0.0,,,,,,,,,,,,,2338.0,1713.0,32400.0,2.0,1640.0,0.0,1.0,12966.0,29257.0,16291.0,82.0,0.0,82.0
20150419,23.32054794520548,1972.0799575342467,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3163.0,325.00853169776275,5215.0,27300.0,401.0,10020.0,6059.0,2297.0884892320096,0.0,0.0,,,,,,,,,,,,,11399.0,932.0,38700.0,1.0,10729.0,0.0,1.0,11680.0,27187.0,15507.0,73.0,0.0,82.0
20150420,23.323287671232876,1972.0614506849317,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3804.0,340.9195467699487,5801.0,29520.0,361.0,4800.0,6973.0,2312.9809974548803,0.0,0.0,,,,,,,,,,,,,-900.0,992.0,23700.0,1.0,-1601.0,0.0,1.0,11951.0,24452.0,12501.0,70.0,0.0,82.0
20150421,23.326027397260273,1972.0429438356166,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4756.0,459.0887117900621,7664.0,25020.0,804.0,7860.0,8996.0,2431.131655625679,0.0,0.0,,,,,,,,,,,,,4199.0,2173.0,35100.0,2.0,3277.0,0.0,1.0,12539.0,29803.0,17264.0,83.0,0.0,82.0
20150422,23.328767123287673,1972.0244369863015,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,8564.0,930.5175232124418,9636.0,21300.0,1112.0,8280.0,11380.0,2902.5419601987433,1.0,3600.0,,,,,,,,,,,,,4138.0,4186.0,35400.0,4.0,3194.0,0.0,1.0,10691.0,28209.0,17518.0,73.0,0.0,82.0
20150423,23.33150684931507,1972.0059301369865,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,5142.0,467.34282690361954,7975.0,27120.0,567.0,4860.0,9523.0,2439.348757040606,0.0,0.0,,,,,,,,,,,,,2938.0,2804.0,28500.0,4.0,2265.0,0.0,1.0,10023.0,23581.0,13558.0,65.0,0.0,82.0
20150424,23.334246575342465,1971.9874232876714,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3496.0,338.62718954662995,5531.0,26100.0,985.0,9540.0,6546.0,2310.614612834301,0.0,0.0,54480.0,1472.0,54240.0,0.0,54201.0,0.0,1.0,0.0,179.0,179.0,0.0,0.0,6898.0,1007.0,27900.0,1.0,6188.0,0.0,1.0,8365.0,20900.0,12535.0,56.0,0.0,82.0
20150425,23.336986301369862,1971.9689164383562,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,6669.0,700.4278520949151,11230.0,30480.0,2371.0,7140.0,12900.0,2672.3967685332714,0.0,0.0,,,,,,,,,,,,,7258.0,1300.0,37800.0,0.0,6356.0,0.0,1.0,10439.0,30400.0,19961.0,81.0,0.0,82.0
20150426,23.339726027397262,1971.9504095890413,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3788.0,382.29334834344115,6154.0,28800.0,339.0,18060.0,7208.0,2354.2437579324824,0.0,0.0,,,,,,,,,,,,,3900.0,2917.0,27300.0,2.0,3202.0,0.0,1.0,11052.0,21851.0,10799.0,63.0,0.0,82.0
20150427,23.34246575342466,1971.9319027397262,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,9461.0,860.06284569899,14438.0,21900.0,2083.0,4380.0,17348.0,2831.994748438716,0.0,0.0,,,,,,,,,,,,,8520.0,8679.0,36600.0,4.0,8258.0,0.0,1.0,6487.0,20346.0,13859.0,50.0,0.0,82.0
20150428,23.345205479452055,1971.913395890411,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,2383.0,199.09188342075456,3516.0,30420.0,558.0,11220.0,4297.0,2171.0052793111654,0.0,0.0,,,,,,,,,,,,,-2403.0,1223.0,37500.0,0.0,-3620.0,0.0,1.0,15907.0,39968.0,24061.0,100.0,0.0,82.0
20150429,23.34794520547945,1971.8948890410961,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,5180.0,474.27626526472545,8077.0,27180.0,754.0,9240.0,9676.0,2446.171154305822,0.0,0.0,,,,,,,,,,,,,4319.0,1311.0,32400.0,0.0,3601.0,0.0,1.0,14281.0,28148.0,13867.0,81.0,0.0,82.0
20150430,23.350684931506848,1971.876382191781,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,5033.0,473.9226818682503,8034.0,27720.0,759.0,7500.0,9483.0,2445.7990640600315,0.0,0.0,,,,,,,,,,,,,5400.0,1843.0,28500.0,1.0,4493.0,0.0,1.0,9843.0,22931.0,13088.0,62.0,0.0,82.0
20150501,23.353424657534248,1971.8578753424658,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,11480.0,1253.248291400028,19620.0,14220.0,3085.0,2580.0,22445.0,3225.1061667424938,0.0,0.0,,,,,,,,,,,,,3239.0,2249.0,30600.0,1.0,2538.0,0.0,1.0,13155.0,26963.0,13808.0,77.0,0.0,82.0
20150502,23.356164383561644,1971.839368493151,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,3491.0,334.5432804529489,5592.0,26940.0,559.0,8880.0,6583.0,2306.3826489461,0.0,0.0,,,,,,,,,,,,,7438.0,8107.0,30000.0,1.0,714.0,0.0,1.0,9540.0,21839.0,12299.0,59.0,0.0,82.0
20150503,23.35890410958904,1971.8208616438358,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,1777.0,174.68292617771,2875.0,32220.0,301.0,25320.0,3358.0,2146.5037878215458,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,82.0
20150504,23.361643835616437,1971.8023547945206,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,4537.0,435.4070427228002,7261.0,26160.0,874.0,9420.0,8559.0,2407.2093975173207,0.0,0.0,123418.0,1308.0,125100.0,0.0,122299.0,0.0,2.0,1561.0,1622.0,61.0,5.0,0.0,117.0,1119.0,27600.0,0.0,-546.0,0.0,1.0,10681.0,27429.0,16748.0,73.0,0.0,82.0
20150505,23.364383561643837,1971.7838479452057,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,10703.0,938.0771217820491,15619.0,20460.0,3215.0,3840.0,19101.0,2909.860969727255,0.0,0.0,,,,,,,,,,,,,3419.0,2241.0,31200.0,2.0,2371.0,0.0,1.0,9015.0,27079.0,18064.0,67.0,0.0,82.0
20150506,23.367123287671234,1971.7653410958906,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,7751.0,763.180725991085,12471.0,27000.0,1731.0,6540.0,14642.0,2734.9460670869757,0.0,0.0,,,,,,,,,,,,,5280.0,2189.0,33000.0,1.0,4603.0,0.0,1.0,11756.0,27321.0,15565.0,74.0,0.0,82.0
20150507,23.36986301369863,1971.7468342465754,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,2742.0,268.500942581106,4442.0,28500.0,741.0,10200.0,5215.0,2240.2477768276813,0.0,0.0,,,,,,,,,,,,,5280.0,1572.0,33300.0,0.0,4261.0,0.0,1.0,11280.0,28135.0,16855.0,76.0,0.0,82.0
20150508,23.372602739726027,1971.7283273972605,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80.0,1,1.87,9369.0,889.0860472035256,11636.0,21780.0,2086.0,4200.0,13692.0,2860.8143746007863,1.0,3600.0,,,,,,,,,,,,,7079.0,1293.0,29700.0,1.0,6082.0,0.0,1.0,8878.0,22466.0,13588.0,60.0,0.0,82.0
