"","DATE","age","bmr","height","m_active_time","m_calories","m_distance","m_inactive_time","m_lcat","m_lcit","m_steps","m_total_calories","s_asleep_time","s_awake","s_awake_time","s_awakenings","s_bedtime","s_clinical_deep","s_count","s_deep","s_duration","s_light","s_quality","s_rem","weight"
"142",20150522,23.4109589041096,1971.46923150685,1.87,5451,558.611687305495,8992,26580,1333,4560,10484,2530.08091881234,1019,7850,27600,5,612,0,1,12000,21506,9506,63,0,82
"143",20150523,23.413698630137,1971.45072465753,1.87,2802,255.508236110656,4331,30600,941,15540,5202,2226.95896076819,6420,1617,20400,0,5223,0,1,6358,14399,8041,38,0,82
"144",20150524,23.4164383561644,1971.43221780822,1.87,2311,232.124160020208,3736,28980,580,7260,4397,2203.55637782843,-6061,1072,34800,0,-7131,0,1,17940,40973,23033,100,0,82
"145",20150525,23.4191780821918,1971.4137109589,1.87,4386,411.240961501337,6980,26580,802,3420,8270,2382.65467246024,1319,2880,31200,1,549,0,1,12849,27789,14940,77,0,82
"146",20150526,23.4219178082192,1971.39520410959,1.87,4810,451.658594235787,7634,25860,846,5940,9089,2423.05379834538,-361,997,28200,0,-1069,0,1,7871,28856,20985,70,0,82
"147",20150527,23.4246575342466,1971.37669726027,1.87,2385,229.87483859949,3763,29520,355,10680,4450,2201.25153585976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"148",20150528,23.427397260274,1971.35819041096,1.87,3097,298.738478392152,4902,28380,748,5700,5818,2270.09666880311,1199,4110,26400,2,337,0,1,10560,24135,13575,66,0,82
"149",20150529,23.4301369863014,1971.33968356164,1.87,4222,366.595838344225,6486,24180,737,8160,7812,2337.93552190587,5099,676,30300,1,4715,0,1,11880,25071,13191,71,0,82
"150",20150530,23.4328767123288,1971.32117671233,1.87,1825,177.381277947646,2959,29280,286,5820,3464,2148.70245465997,13139,2233,34500,2,12391,0,1,10137,20041,9904,57,0,82
"151",20150531,23.4356164383562,1971.30266986301,1.87,5223,531.686158698965,8535,27300,969,21840,9964,2502.98882856198,3418,5692,28200,4,2688,0,1,11689,20840,9151,59,0,82
"152",20150601,23.4383561643836,1971.2841630137,1.87,8710,828.450181193847,13935,25620,2176,6060,16458,2799.73434420755,-4380,1444,28200,2,-4790,0,1,15525,31796,16271,92,0,82
"153",20150602,23.441095890411,1971.26565616438,1.87,4926,453.205223417156,7702,27840,1131,6540,9199,2424.47087958154,-1381,3285,26400,1,-3948,0,1,14286,27169,12883,81,0,82
"154",20150603,23.4438356164384,1971.24714931507,1.87,5543,505.011879272882,8489,26400,1146,2940,10238,2476.25902858795,1498,1582,26400,2,771,0,1,7555,24057,16502,61,0,82
"155",20150604,23.4465753424658,1971.22864246575,1.87,4450,395.506039142369,6822,25860,1222,6780,8253,2366.73468160812,2399,2777,26400,1,1734,0,1,13010,24109,11099,69,0,82
"156",20150605,23.4493150684931,1971.21013561644,1.87,5153,447.171587425095,7816,23220,629,5280,9465,2418.38172304153,2040,1407,24300,1,1352,0,1,12970,21669,8699,64,0,82
"157",20150606,23.4520547945205,1971.19162876712,1.87,5273,470.314626755489,8031,25560,1753,5100,9698,2441.50625552261,1740,8233,31500,5,715,0,1,13055,22761,9706,65,0,82
"158",20150607,23.4547945205479,1971.17312191781,1.87,1396,123.114176407376,2193,28800,504,14580,2610,2094.28729832518,3900,549,39600,0,3353,0,1,20857,35917,15060,100,0,82
"159",20150608,23.4575342465753,1971.15461506849,1.87,9957,937.84316617245,10822,25860,975,4800,12814,2908.99778124094,5639,1713,21300,1,5244,0,1,7262,14772,7510,42,0,82
"160",20150609,23.4602739726027,1971.13610821918,1.87,6979,683.155629293097,11245,27240,1508,3300,13230,2654.29173751227,0,2643,31200,3,-780,0,1,14956,29557,14601,87,0,82
"161",20150610,23.4630136986301,1971.11760136986,1.87,5451,488.063782990189,8438,26400,903,4920,10132,2459.18138436005,2218,1937,27000,0,1194,0,1,11640,24721,13081,70,0,82
"162",20150611,23.4657534246575,1971.09909452055,1.87,4500,444.36988481864,7401,27060,1343,6420,8625,2415.46897933919,5219,4287,26100,1,4549,0,1,12062,20582,8520,62,0,82
"163",20150612,23.4684931506849,1971.08058767123,1.87,6275,566.879686917136,9860,23520,1247,4980,11778,2537.96027458837,-2281,2144,24600,0,-3256,0,1,14282,26897,12615,79,0,82
"164",20150613,23.4712328767123,1971.06208082192,1.87,5714,480.677690418608,8309,26760,1566,4800,10236,2451.73977124053,5519,1702,30600,1,4819,0,1,12060,24341,12281,69,0,82
"165",20150614,23.4739726027397,1971.0435739726,1.87,5354,553.490014717245,8707,29100,3532,4980,10177,2524.53358868985,3659,686,32400,0,2975,0,1,9180,28924,19744,74,0,82
"166",20150615,23.4767123287671,1971.02506712329,1.87,7258,687.507435454355,11587,25620,969,3660,13736,2658.53250257764,7379,1030,25200,1,6697,0,1,8650,17649,8999,49,0,82
"167",20150616,23.4794520547945,1971.00656027397,1.87,4243,416.892942682615,6813,27180,615,5340,8036,2387.89950295659,5157,2594,29700,2,4471,0,1,9363,23018,13655,62,0,82
"168",20150617,23.4821917808219,1970.98805342466,1.87,4845,431.822484295581,7493,26940,931,6960,8993,2402.81053772024,1859,4197,29700,2,958,0,1,13394,24691,11297,71,0,82
"169",20150618,23.4849315068493,1970.96954657534,1.87,5329,547.923392697095,8845,26040,1240,6540,10324,2518.89293927244,237,2203,31800,2,-499,0,1,15847,30144,14297,91,0,82
"170",20150619,23.4876712328767,1970.95103972603,1.87,4831,456.265608953876,7668,26040,760,4560,9109,2427.2166486799,959,2946,26400,1,594,0,1,9300,24960,15660,66,0,82
"171",20150620,23.4904109589041,1970.93253287671,1.87,18206,1531.7120044544,26585,13500,2940,2160,32614,3502.64453733111,1737,2570,18900,2,735,0,1,6913,15658,8745,42,0,82
"172",20150621,23.4931506849315,1970.9140260274,1.87,4359,421.109076621319,7030,27840,1531,12060,8253,2392.02310264872,10677,695,40500,0,9985,0,1,12180,30089,17909,82,0,82
"173",20150622,23.4958904109589,1970.89551917808,1.87,8550,904.314928327941,8545,27840,1065,6960,10108,2875.21044750602,2879,1747,21300,2,1878,0,1,6220,17927,11707,44,0,82
"174",20150623,23.4986301369863,1970.87701232877,1.87,3707,349.534973365318,5872,26580,763,4200,6966,2320.41198569409,358,1410,31200,1,-378,0,1,16859,30348,13489,92,0,82
"175",20150624,23.5013698630137,1970.85850547945,1.87,2659,275.145087079498,4399,27300,556,6360,5118,2246.00359255895,4920,1164,32100,1,4209,0,1,16561,26821,10260,82,0,82
"176",20150625,23.5041095890411,1970.83999863014,1.87,3377,340.825424554039,5559,28800,913,7500,6531,2311.66542318418,5578,1514,33000,1,4911,0,1,14759,26947,12188,79,0,82
"177",20150626,23.5068493150685,1970.82149178082,1.87,5815,583.326299757073,9517,25860,1375,8160,11163,2554.1477915379,9778,2815,27000,3,8694,0,1,6729,15628,8899,42,0,82
"178",20150627,23.5095890410959,1970.80298493151,1.87,4703,485.974464579832,7833,28080,512,6120,9092,2456.77744951134,2519,1320,36300,1,1830,0,1,16770,33570,16800,97,0,82
"179",20150628,23.5123287671233,1970.78447808219,1.87,4148,394.075977990281,6529,28500,868,13860,7735,2364.86045607247,10259,2598,28200,1,9243,0,1,5461,17410,11949,45,0,82
"180",20150629,23.5150684931507,1970.76597123288,1.87,4495,441.682265101562,7326,26100,936,3360,8576,2412.44823633444,-1261,1591,29700,3,-1578,0,1,11803,29747,17944,80,0,82
"181",20150630,23.5178082191781,1970.74746438356,1.87,3729,342.012167187154,5982,26640,1025,6240,7080,2312.75963157072,6719,3995,31200,2,5407,0,1,9241,22139,12898,59,0,82
"182",20150701,23.5205479452055,1970.72895753425,1.87,5436,499.593616436667,8510,28260,907,6120,10175,2470.32257397091,2159,810,24900,0,1770,0,1,7079,22740,15661,58,0,82
"183",20150702,23.5232876712329,1970.71045068493,1.87,4519,452.387114025268,7388,27960,634,5280,8637,2423.0975647102,2940,6986,33300,6,2549,0,1,12781,24001,11220,68,0,82
"184",20150703,23.5260273972603,1970.69194383562,1.87,4148,389.210046507574,6498,27480,470,6120,7768,2359.90199034319,-661,5792,24600,5,-1670,0,1,7132,21590,14458,52,0,82
"185",20150704,23.5287671232877,1970.6734369863,1.87,7194,804.618930856948,7318,22320,1033,6540,8567,2775.29236784325,4260,5073,31500,3,3571,0,1,10502,23940,13438,64,0,82
"186",20150705,23.5315068493151,1970.65493013699,1.87,5187,483.819503311668,7939,26460,2269,7620,9549,2454.47443344865,-1021,749,25500,0,-1768,0,1,11581,26532,14951,73,0,82
"187",20150706,23.5342465753425,1970.63642328767,1.87,167,17.616655171688,277,7740,51,5640,319,1988.25307845936,7080,785,34500,0,6359,0,1,11802,27405,15603,75,0,82
"188",20150707,23.5369863013699,1970.61791643836,1.87,18,2.24192714698294,33,4200,18,4200,38,1972.85984358534,1559,2981,32700,1,566,0,1,11463,29582,18119,81,0,82
"189",20150708,23.5397260273973,1970.59940958904,1.87,7373,573.017671097957,10102,19740,4193,7320,12785,2543.617080687,2460,2909,34200,2,1769,0,1,10979,29796,18817,80,0,82
"190",20150709,23.5424657534247,1970.58090273973,1.87,1718,145.388726904473,2367,29940,662,13980,2954,2115.9696296442,5579,614,34500,0,4969,0,1,6837,29168,22331,69,0,82
"191",20150710,23.5452054794521,1970.56239589041,1.87,4313,356.532942125746,6198,25800,1159,7680,7669,2327.09533801616,299,5686,26700,4,-2593,0,1,9782,23754,13972,64,0,82
"192",20150711,23.5479452054795,1970.5438890411,1.87,639,58.0881787108276,1002,22740,342,15780,1194,2028.63206775192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"193",20150712,23.5506849315069,1970.52538219178,1.87,7361,716.134363413178,11685,20520,889,4620,13798,2686.65974560496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"194",20150713,23.5534246575342,1970.50687534247,1.87,4892,463.837211191363,7705,24300,999,4200,9168,2434.34408653383,5278,8586,23100,2,-1318,0,1,6318,17331,11013,42,0,82
"195",20150714,23.5561643835616,1970.48836849315,1.87,305,28.56086087225,486,13200,150,7500,576,1999.0492293654,7980,2368,34200,0,7259,0,1,11072,26733,15661,70,0,82
"196",20150715,23.558904109589,1970.46986164384,1.87,12534,1094.02204635355,18606,18960,3327,7440,22626,3064.49190799738,4199,363,35400,0,3838,0,1,11346,31447,20101,82,0,82
"197",20150716,23.5616438356164,1970.45135479452,1.87,4414,450.397423447781,7294,28440,855,10500,8466,2420.8487782423,7739,3440,23400,3,6976,0,1,5609,13280,7671,34,0,82
"198",20150717,23.5643835616438,1970.43284794521,1.87,5219,501.652140769751,8397,24600,831,2940,9909,2472.08498871496,5639,1015,29100,1,4936,0,1,8264,23329,15065,60,0,82
"199",20150718,23.5671232876712,1970.41434109589,1.87,6921,658.690108798325,10904,16680,1942,2400,12952,2629.10444989422,1977,3300,30000,3,1012,0,1,12783,25921,13138,74,0,82
"200",20150719,23.5698630136986,1970.39583424658,1.87,10517,986.29766297349,16021,19020,974,2940,19120,2956.69349722007,3418,2401,30000,3,2720,0,1,8161,25659,17498,63,0,82
"201",20150720,23.572602739726,1970.37732739726,1.87,6901,664.208989605973,10978,22680,1196,2880,12988,2634.58631700323,6238,2893,24300,2,4255,0,1,11348,17287,5939,53,0,82
"202",20150721,23.5753424657534,1970.35882054795,1.87,6177,592.681944310528,10054,25200,1192,5160,11834,2563.04076485847,8939,2894,29700,2,8222,0,1,8245,19103,10858,52,0,82
"203",20150722,23.5780821917808,1970.34031369863,1.87,9867,1115.04227949865,9579,26160,2003,3540,11537,3085.38259319728,-2409,3214,-300,0,-2409,0,1,0,650,650,0,0,82
"204",20150723,23.5808219178082,1970.32180684932,1.87,3663,362.519793974635,5937,27660,842,8340,6995,2332.84160082395,1439,1513,28500,2,648,0,1,10748,26376,15628,71,0,82
"205",20150724,23.5835616438356,1970.3033,1.87,3911,404.336357952644,6559,28440,649,10260,7627,2374.63965795264,3300,2286,37500,1,2577,0,1,15787,32768,16981,96,0,82
"206",20150725,23.586301369863,1970.28479315069,1.87,4165,393.119442068466,6541,28800,2383,9840,7791,2363.40423521915,3419,1403,35100,1,2698,0,1,10321,31201,20880,80,0,82
"207",20150726,23.5890410958904,1970.26628630137,1.87,2800,278.792928300673,4563,27480,360,5160,5362,2249.05921460204,6119,1783,28200,0,5158,0,1,8886,22140,13254,59,0,82
"208",20150727,23.5917808219178,1970.24777945206,1.87,5442,533.079707083918,8807,24600,861,5640,10353,2503.32748653597,5580,1046,36000,1,4957,0,1,19199,30013,10814,96,0,82
"209",20150728,23.5945205479452,1970.22927260274,1.87,10076,885.244932042639,15276,18660,1196,4260,18474,2855.47420464538,8279,6607,25200,3,7239,0,1,6240,15422,9182,40,0,82
"210",20150729,23.5972602739726,1970.21076575342,1.87,8999,1039.79482647604,8245,25860,1525,5520,9859,3010.00559222947,-3601,2265,33000,2,-4300,0,1,12599,35161,22562,98,0,82
"211",20150730,23.6,1970.19225890411,1.87,2311,227.663445780779,3750,29460,481,6360,4391,2197.85570468489,4378,262,31800,0,4118,0,1,10800,27564,16764,73,0,82
"212",20150731,23.6027397260274,1970.17375205479,1.87,6088,620.517306391282,9879,29760,947,10980,11516,2590.69105844608,7380,399,39600,0,7006,0,1,13384,32443,19059,89,0,82
"213",20150801,23.6054794520548,1970.15524520548,1.87,11430,1075.21026886749,17522,21240,1261,6960,20883,3045.36551407297,10858,1414,35100,0,10192,0,1,12780,24214,11434,71,0,82
"214",20150802,23.6082191780822,1970.13673835616,1.87,3357,325.19644801328,5368,26280,595,14400,6359,2295.33318636944,9540,1779,41700,1,8483,0,1,11982,31662,19680,84,0,82
"215",20150803,23.6109589041096,1970.11823150685,1.87,4991,550.180502477432,8582,25680,964,6240,9775,2520.29873398428,10077,6056,39900,4,9027,0,1,6842,25040,18198,61,0,82
"216",20150804,23.613698630137,1970.09972465753,1.87,12204,1414.74310154098,21676,22560,3673,11460,24310,3384.84282619851,7317,2988,39300,2,6303,0,1,11231,30169,18938,79,0,82
"217",20150805,23.6164383561644,1970.08121780822,1.87,6071,639.546694561545,10271,27600,1611,4500,11776,2609.62791236976,2940,970,32100,1,2680,0,1,12483,28698,16215,79,0,82
"218",20150806,23.6191780821918,1970.0627109589,1.87,3552,313.649640783069,5351,26520,651,8280,6493,2283.71235174197,-481,2438,34200,1,-1519,0,1,10510,34562,24052,88,0,82
"219",20150807,23.6219178082192,1970.04420410959,1.87,4531,424.415143914435,7012,22920,939,4920,8355,2394.45934802402,4019,1608,28800,3,3325,0,1,3160,24157,20997,51,0,82
"220",20150808,23.6246575342466,1970.02569726027,1.87,2683,253.730727316402,4226,28740,1070,9720,5023,2223.75642457668,1379,7896,38400,5,380,0,1,15903,30304,14401,92,0,82
"221",20150809,23.627397260274,1970.00719041096,1.87,1042,134.065247595602,1956,31800,254,21720,2146,2104.07243800656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"222",20150810,23.6301369863014,1969.98868356164,1.87,351,33.44065052272,542,14340,241,14340,651,2003.42933408436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"223",20150811,23.6328767123288,1969.97017671233,1.87,NA,NA,NA,NA,NA,NA,NA,1969.97017671233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"224",20150812,23.6356164383562,1969.95166986301,1.87,NA,NA,NA,NA,NA,NA,NA,1969.95166986301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"225",20150813,23.6383561643836,1969.9331630137,1.87,208,17.1760303974,307,20400,208,20400,376,1987.1091934111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"226",20150814,23.641095890411,1969.91465616438,1.87,NA,NA,NA,NA,NA,NA,NA,1969.91465616438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"227",20150815,23.6438356164384,1969.89614931507,1.87,NA,NA,NA,NA,NA,NA,NA,1969.89614931507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"228",20150816,23.6465753424658,1969.87764246575,1.87,NA,NA,NA,NA,NA,NA,NA,1969.87764246575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"229",20150817,23.6493150684932,1969.85913561644,1.87,NA,NA,NA,NA,NA,NA,NA,1969.85913561644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"230",20150818,23.6520547945205,1969.84062876712,1.87,NA,NA,NA,NA,NA,NA,NA,1969.84062876712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"231",20150819,23.6547945205479,1969.82212191781,1.87,NA,NA,NA,NA,NA,NA,NA,1969.82212191781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"232",20150820,23.6575342465753,1969.80361506849,1.87,NA,NA,NA,NA,NA,NA,NA,1969.80361506849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"233",20150821,23.6602739726027,1969.78510821918,1.87,NA,NA,NA,NA,NA,NA,NA,1969.78510821918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"234",20150822,23.6630136986301,1969.76660136986,1.87,NA,NA,NA,NA,NA,NA,NA,1969.76660136986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"235",20150823,23.6657534246575,1969.74809452055,1.87,NA,NA,NA,NA,NA,NA,NA,1969.74809452055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"236",20150824,23.6684931506849,1969.72958767123,1.87,NA,NA,NA,NA,NA,NA,NA,1969.72958767123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"237",20150825,23.6712328767123,1969.71108082192,1.87,NA,NA,NA,NA,NA,NA,NA,1969.71108082192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"238",20150826,23.6739726027397,1969.6925739726,1.87,NA,NA,NA,NA,NA,NA,NA,1969.6925739726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"239",20150827,23.6767123287671,1969.67406712329,1.87,NA,NA,NA,NA,NA,NA,NA,1969.67406712329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"240",20150828,23.6794520547945,1969.65556027397,1.87,NA,NA,NA,NA,NA,NA,NA,1969.65556027397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"241",20150829,23.6821917808219,1969.63705342466,1.87,NA,NA,NA,NA,NA,NA,NA,1969.63705342466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"242",20150830,23.6849315068493,1969.61854657534,1.87,NA,NA,NA,NA,NA,NA,NA,1969.61854657534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"243",20150831,23.6876712328767,1969.60003972603,1.87,NA,NA,NA,NA,NA,NA,NA,1969.60003972603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"244",20150901,23.6904109589041,1969.58153287671,1.87,NA,NA,NA,NA,NA,NA,NA,1969.58153287671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"245",20150902,23.6931506849315,1969.5630260274,1.87,NA,NA,NA,NA,NA,NA,NA,1969.5630260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"246",20150903,23.6958904109589,1969.54451917808,1.87,NA,NA,NA,NA,NA,NA,NA,1969.54451917808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"247",20150904,23.6986301369863,1969.52601232877,1.87,NA,NA,NA,NA,NA,NA,NA,1969.52601232877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"248",20150905,23.7013698630137,1969.50750547945,1.87,NA,NA,NA,NA,NA,NA,NA,1969.50750547945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"249",20150906,23.7041095890411,1969.48899863014,1.87,NA,NA,NA,NA,NA,NA,NA,1969.48899863014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"250",20150907,23.7068493150685,1969.47049178082,1.87,NA,NA,NA,NA,NA,NA,NA,1969.47049178082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"251",20150908,23.7095890410959,1969.45198493151,1.87,NA,NA,NA,NA,NA,NA,NA,1969.45198493151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"252",20150909,23.7123287671233,1969.43347808219,1.87,NA,NA,NA,NA,NA,NA,NA,1969.43347808219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"253",20150910,23.7150684931507,1969.41497123288,1.87,NA,NA,NA,NA,NA,NA,NA,1969.41497123288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"254",20150911,23.7178082191781,1969.39646438356,1.87,NA,NA,NA,NA,NA,NA,NA,1969.39646438356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"255",20150912,23.7205479452055,1969.37795753425,1.87,NA,NA,NA,NA,NA,NA,NA,1969.37795753425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"256",20150913,23.7232876712329,1969.35945068493,1.87,NA,NA,NA,NA,NA,NA,NA,1969.35945068493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"257",20150914,23.7260273972603,1969.34094383562,1.87,NA,NA,NA,NA,NA,NA,NA,1969.34094383562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"258",20150915,23.7287671232877,1969.3224369863,1.87,NA,NA,NA,NA,NA,NA,NA,1969.3224369863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"259",20150916,23.7315068493151,1969.30393013699,1.87,NA,NA,NA,NA,NA,NA,NA,1969.30393013699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"260",20150917,23.7342465753425,1969.28542328767,1.87,NA,NA,NA,NA,NA,NA,NA,1969.28542328767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"261",20150918,23.7369863013699,1969.26691643836,1.87,NA,NA,NA,NA,NA,NA,NA,1969.26691643836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"262",20150919,23.7397260273973,1969.24840958904,1.87,NA,NA,NA,NA,NA,NA,NA,1969.24840958904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"263",20150920,23.7424657534247,1969.22990273973,1.87,NA,NA,NA,NA,NA,NA,NA,1969.22990273973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"264",20150921,23.7452054794521,1969.21139589041,1.87,NA,NA,NA,NA,NA,NA,NA,1969.21139589041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"265",20150922,23.7479452054795,1969.1928890411,1.87,NA,NA,NA,NA,NA,NA,NA,1969.1928890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"266",20150923,23.7506849315069,1969.17438219178,1.87,NA,NA,NA,NA,NA,NA,NA,1969.17438219178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"267",20150924,23.7534246575342,1969.15587534247,1.87,NA,NA,NA,NA,NA,NA,NA,1969.15587534247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"268",20150925,23.7561643835616,1969.13736849315,1.87,NA,NA,NA,NA,NA,NA,NA,1969.13736849315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"269",20150926,23.758904109589,1969.11886164384,1.87,NA,NA,NA,NA,NA,NA,NA,1969.11886164384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"270",20150927,23.7616438356164,1969.10035479452,1.87,NA,NA,NA,NA,NA,NA,NA,1969.10035479452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"271",20150928,23.7643835616438,1969.08184794521,1.87,NA,NA,NA,NA,NA,NA,NA,1969.08184794521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"272",20150929,23.7671232876712,1969.06334109589,1.87,NA,NA,NA,NA,NA,NA,NA,1969.06334109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"273",20150930,23.7698630136986,1969.04483424658,1.87,NA,NA,NA,NA,NA,NA,NA,1969.04483424658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"274",20151001,23.772602739726,1969.02632739726,1.87,NA,NA,NA,NA,NA,NA,NA,1969.02632739726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"275",20151002,23.7753424657534,1969.00782054795,1.87,NA,NA,NA,NA,NA,NA,NA,1969.00782054795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"276",20151003,23.7780821917808,1968.98931369863,1.87,NA,NA,NA,NA,NA,NA,NA,1968.98931369863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"277",20151004,23.7808219178082,1968.97080684932,1.87,NA,NA,NA,NA,NA,NA,NA,1968.97080684932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"278",20151005,23.7835616438356,1968.9523,1.87,NA,NA,NA,NA,NA,NA,NA,1968.9523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"279",20151006,23.786301369863,1968.93379315069,1.87,NA,NA,NA,NA,NA,NA,NA,1968.93379315069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"280",20151007,23.7890410958904,1968.91528630137,1.87,NA,NA,NA,NA,NA,NA,NA,1968.91528630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"281",20151008,23.7917808219178,1968.89677945205,1.87,NA,NA,NA,NA,NA,NA,NA,1968.89677945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"282",20151009,23.7945205479452,1968.87827260274,1.87,NA,NA,NA,NA,NA,NA,NA,1968.87827260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"283",20151010,23.7972602739726,1968.85976575342,1.87,NA,NA,NA,NA,NA,NA,NA,1968.85976575342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"284",20151011,23.8,1968.84125890411,1.87,NA,NA,NA,NA,NA,NA,NA,1968.84125890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"285",20151012,23.8027397260274,1968.82275205479,1.87,NA,NA,NA,NA,NA,NA,NA,1968.82275205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"286",20151013,23.8054794520548,1968.80424520548,1.87,NA,NA,NA,NA,NA,NA,NA,1968.80424520548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"287",20151014,23.8082191780822,1968.78573835616,1.87,NA,NA,NA,NA,NA,NA,NA,1968.78573835616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"288",20151015,23.8109589041096,1968.76723150685,1.87,NA,NA,NA,NA,NA,NA,NA,145.675103136844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"289",20151016,23.813698630137,1968.74872465753,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"290",20151017,23.8164383561644,1968.73021780822,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
